card_id,card_name,card_set,rarity,tcg_holo_high,tcg_holo_mid,tcg_holo_market,tcg_holo_low,tcg_revhol_high,tcg_revhol_low,tcg_revhol_mid,tcg_revhol_market,tcg_first_ed_holo_high,tcg_first_ed_holo_mid,tcg_first_ed_holo_low,tcg_first_ed_holo_market,tcg_first_ed_normal_high,tcg_first_ed_normal_mid,tcg_first_ed_normal_low,tcg_first_ed_normal_market,tcg_normal_high,tcg_normal_mid,tcg_normal_low,tcg_normal_market,updated_at
bw7-2,Gloom,Boundaries Crossed,Uncommon,0,0,0,0,4.33,0.9,1.11,1.01,0,0,0,0,0,0,0,0,1.63,0.26,0.1,0.26,2024-04-03T20:32:45.840016Z
xy4-2,Venomoth,Phantom Forces,Rare,0,0,0,0,2.95,0.35,1.0,1.5,0,0,0,0,0,0,0,0,1.56,0.4,0.23,0.36,2024-04-03T20:32:45.840016Z
col1-3,Dialga,Call of Legends,Rare Holo,17.49,7.83,8.35,2.15,21.17,1.82,4.12,2.61,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.840016Z
ex12-4,Delcatty,Legend Maker,Rare Holo,6.23,4.52,4.11,3.5,11.23,8.6,9.5,10.0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.840016Z
bw11-2,Tangrowth,Legendary Treasures,Rare,0,0,0,0,1.99,0.52,0.71,0.7,0,0,0,0,0,0,0,0,2.94,0.29,0.13,0.27,2024-04-03T20:32:45.840016Z
pl1-4,Delcatty,Platinum,Rare Holo,24.99,4.62,5.14,2.89,4.65,2.06,2.91,2.85,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.840016Z
swsh35-3,Kakuna,Champion's Path,Common,0,0,0,0,2.0,0.01,0.22,0.17,0,0,0,0,0,0,0,0,5.0,0.1,0.01,0.04,2024-04-03T20:32:45.840016Z
base5-2,Dark Arbok,Team Rocket,Rare Holo,0,0,0,0,0,0,0,0,109.98,33.9,21.0,34.23,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.840016Z
ecard2-H4,Azumarill,Aquapolis,Rare Holo,,,,,,,,,,,,,,,,,,,,,2024-04-03T20:32:45.840016Z
neo4-2,Dark Crobat,Neo Destiny,Rare Holo,0,0,0,0,0,0,0,0,105.0,100.5,85.22,87.09,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.840016Z
ex3-4,Flygon,Dragon,Rare Holo,29.0,27.0,32.39,24.99,26.0,14.0,16.8,16.49,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.840016Z
xy2-4,Pineco,Flashfire,Common,0,0,0,0,4.52,0.1,0.49,0.4,0,0,0,0,0,0,0,0,1.3,0.22,0.05,0.22,2024-04-03T20:32:45.840016Z
pop5-2,Lugia,POP Series 5,Rare,125.0,76.67,23.58,53.99,0,0,0,0,0,0,0,0,0,0,0,0,100.0,18.24,14.99,15.97,2024-04-03T20:32:45.840016Z
base6-2,Articuno,Legendary Collection,Rare Holo,100.0,68.0,34.11,35.99,269.99,157.49,209.98,139.29,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.840016Z
dv1-4,Dragonair,Dragon Vault,Rare Holo,19.99,4.36,4.56,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.840016Z
ex11-4,Espeon δ,Delta Species,Rare Holo,125.0,102.5,81.5,79.99,42.99,27.44,27.99,86.35,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.840016Z
dp4-2,Cresselia,Great Encounters,Rare Holo,11.99,4.72,7.75,3.36,10.0,1.11,2.98,1.67,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.840016Z
dp1-2,Dusknoir,Diamond & Pearl,Rare Holo,11.15,7.24,7.24,3.25,7.84,3.49,5.74,6.98,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.840016Z
gym2-3,Brock's Ninetales,Gym Challenge,Rare Holo,0,0,0,0,0,0,0,0,104.99,88.8,73.69,85.73,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.840016Z
pop1-2,Metagross,POP Series 1,Rare,6.45,2.15,3.15,0.97,0,0,0,0,0,0,0,0,0,0,0,0,4.2,2.73,1.6,2.54,2024-04-03T20:32:45.840016Z
si1-3,Onix,Southern Islands,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.99,15.0,11.9,14.97,2024-04-03T20:32:45.840016Z
dp3-4,Entei,Secret Wonders,Rare Holo,15.5,12.0,12.53,6.64,14.99,4.34,6.07,12.18,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.840016Z
base4-4,Charizard,Base Set 2,Rare Holo,320.0,188.5,235.59,162.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.840016Z
pl4-2,Froslass,Arceus,Rare Holo,29.97,3.49,3.82,1.5,4.96,1.9,2.74,2.3,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.840016Z
bw8-2,Grotle,Plasma Storm,Uncommon,0,0,0,0,3.99,2.69,3.31,2.5,0,0,0,0,0,0,0,0,3.0,0.44,0.13,0.44,2024-04-03T20:32:45.840016Z
pop3-2,Flareon,POP Series 3,Rare,29.99,10.25,9.86,5.9,0,0,0,0,0,0,0,0,0,0,0,0,26.96,8.64,4.04,9.98,2024-04-03T20:32:45.840016Z
xy11-3,Hoppip,Steam Siege,Common,0,0,0,0,5.0,0.08,0.25,0.15,0,0,0,0,0,0,0,0,1.25,0.1,0.01,0.07,2024-04-03T20:32:45.840016Z
sm3-2,Metapod,Burning Shadows,Uncommon,0,0,0,0,2.0,0.04,0.25,0.21,0,0,0,0,0,0,0,0,5.0,0.1,0.01,0.09,2024-04-03T20:32:45.840016Z
swsh1-2,Roselia,Sword & Shield,Common,0,0,0,0,4.98,0.09,0.24,0.18,0,0,0,0,0,0,0,0,999.0,0.1,0.01,0.06,2024-04-03T20:32:45.840016Z
pop9-2,Manaphy,POP Series 9,Rare,4.71,2.01,3.27,0.99,0,0,0,0,0,0,0,0,0,0,0,0,4.0,1.13,0.71,1.64,2024-04-03T20:32:45.840016Z
xy7-3,Vileplume,Ancient Origins,Rare,0,0,0,0,7.5,0.35,1.0,0.8,0,0,0,0,0,0,0,0,2.99,0.48,0.19,0.47,2024-04-03T20:32:45.840016Z
bw10-3,Lileep,Plasma Blast,Uncommon,0,0,0,0,1.74,0.24,0.76,0.55,0,0,0,0,0,0,0,0,3.0,0.4,0.24,0.37,2024-04-03T20:32:45.840016Z
bw4-2,Seedot,Next Destinies,Common,0,0,0,0,1.0,0.29,0.49,0.5,0,0,0,0,0,0,0,0,1.29,0.2,0.07,0.14,2024-04-03T20:32:45.840016Z
sm9-4,Kakuna,Team Up,Uncommon,0,0,0,0,1.49,0.19,0.35,0.35,0,0,0,0,0,0,0,0,1.45,0.21,0.1,0.16,2024-04-03T20:32:45.840016Z
hgss4-4,Drapion,HS—Triumphant,Rare Holo,3.0,2.03,2.15,1.4,3.73,0.59,1.76,0.8,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.840016Z
ex13-3,Deoxys δ,Holon Phantoms,Rare Holo,26.24,16.99,18.98,8.82,69.99,35.53,44.99,33.99,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.840016Z
sm5-2,Yanma,Ultra Prism,Common,0,0,0,0,1.99,0.08,0.25,0.21,0,0,0,0,0,0,0,0,1.24,0.1,0.02,0.04,2024-04-03T20:32:45.840016Z
sm75-1,Charmander,Dragon Majesty,Common,0,0,0,0,17.11,3.46,6.49,6.5,0,0,0,0,0,0,0,0,2.99,0.77,0.39,0.75,2024-04-03T20:32:45.840016Z
ex10-1,Ampharos,Unseen Forces,Rare Holo,22.68,17.19,22.29,14.0,39.99,19.98,33.2,34.85,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.840016Z
bw6-1,Hoppip,Dragons Exalted,Common,0,0,0,0,5.85,0.2,0.43,0.37,0,0,0,0,0,0,0,0,2.06,0.25,0.1,0.21,2024-04-03T20:32:45.840016Z
si1-4,Togepi,Southern Islands,,0,0,0,0,59.99,17.99,30.0,41.32,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.840016Z
bw5-3,Venusaur,Dark Explorers,Rare Holo,15.0,4.15,4.15,2.69,37.03,7.0,8.86,13.06,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.840016Z
dp1-3,Electivire,Diamond & Pearl,Rare Holo,16.2,3.18,4.22,0.57,19.98,3.79,5.25,5.85,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.840016Z
xy11-4,Skiploom,Steam Siege,Uncommon,0,0,0,0,1.46,0.14,0.4,0.31,0,0,0,0,0,0,0,0,5.0,0.1,0.01,0.08,2024-04-03T20:32:45.840016Z
hgss4-5,Mamoswine,HS—Triumphant,Rare Holo,3.4,1.86,1.79,1.2,3.89,0.85,1.79,1.25,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.840016Z
sm12-3,Gloom,Cosmic Eclipse,Uncommon,0,0,0,0,2.0,0.25,0.43,0.42,0,0,0,0,0,0,0,0,5.0,0.15,0.03,0.11,2024-04-03T20:32:45.840016Z
ex7-4,Dark Electrode,Team Rocket Returns,Rare Holo,40.5,21.0,20.27,14.48,50.0,23.39,40.98,24.39,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.840016Z
sm5-3,Yanmega,Ultra Prism,Uncommon,0,0,0,0,2.31,0.09,0.3,0.24,0,0,0,0,0,0,0,0,1.29,0.15,0.01,0.08,2024-04-03T20:32:45.840016Z
swsh1-3,Roselia,Sword & Shield,Common,0,0,0,0,4.98,0.02,0.2,0.2,0,0,0,0,0,0,0,0,999.0,0.1,0.01,0.04,2024-04-03T20:32:45.840016Z
pl3-4,Electivire FB,Supreme Victors,Rare Holo,4.95,3.2,3.94,1.8,4.99,1.4,2.5,2.29,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.840016Z
hgss1-5,Hitmontop,HeartGold & SoulSilver,Rare Holo,13.0,3.07,2.9,1.98,5.95,1.41,2.48,2.6,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.840016Z
ex12-5,Gengar,Legend Maker,Rare Holo,27.27,16.4,26.14,15.97,86.9,49.38,57.48,78.97,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.840016Z
pl4-3,Heatran,Arceus,Rare Holo,9.97,1.98,1.98,0.5,3.51,1.24,2.24,2.24,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.840016Z
bw10-4,Cradily,Plasma Blast,Rare,0,0,0,0,7.0,1.51,3.3,5.01,0,0,0,0,0,0,0,0,8.32,1.29,0.7,1.25,2024-04-03T20:32:45.840016Z
pop4-3,Flygon,POP Series 4,Rare,11.07,5.08,8.96,4.57,0,0,0,0,0,0,0,0,0,0,0,0,15.99,12.0,5.15,,2024-04-03T20:32:45.840016Z
ex3-5,Golem,Dragon,Rare Holo,21.24,14.23,14.39,8.12,14.95,4.55,10.03,14.36,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.840016Z
swsh4-2,Kakuna,Vivid Voltage,Uncommon,0,0,0,0,5.0,0.03,0.17,0.13,0,0,0,0,0,0,0,0,999.0,0.1,0.01,0.08,2024-04-03T20:32:45.840016Z
xy5-4,Tangela,Primal Clash,Common,0,0,0,0,2.01,0.1,0.45,0.45,0,0,0,0,0,0,0,0,1.31,0.2,0.04,0.15,2024-04-03T20:32:45.840016Z
ex9-4,Gardevoir,Emerald,Rare Holo,26.94,19.3,20.94,13.71,88.24,58.49,75.33,27.25,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.840016Z
ex11-5,Flareon δ,Delta Species,Rare Holo,59.37,47.27,47.27,39.99,91.97,79.99,84.99,91.48,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.840016Z
ex4-3,Team Aqua's Kyogre,Team Magma vs Team Aqua,Rare Holo,43.98,40.94,39.86,37.9,36.0,11.25,13.39,12.53,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.840016Z
base3-5,Gengar,Fossil,Rare Holo,0,0,0,0,0,0,0,0,300.0,179.99,95.01,187.43,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.840016Z
dv1-5,Dragonite,Dragon Vault,Rare Holo,49.95,6.34,7.07,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.840016Z
dp4-3,Darkrai,Great Encounters,Rare Holo,10.91,6.59,10.19,4.01,10.81,3.06,5.99,13.51,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.840016Z
dp3-5,Flygon,Secret Wonders,Rare Holo,116.75,5.99,13.62,3.45,5.6,2.95,3.99,5.6,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.840016Z
bw1-3,Servine,Black & White,Uncommon,0,0,0,0,2.24,0.69,1.25,1.83,0,0,0,0,0,0,0,0,1.37,0.29,0.14,0.32,2024-04-03T20:32:45.840016Z
ecard2-H5,Bellossom,Aquapolis,Rare Holo,,,,,,,,,,,,,,,,,,,,,2024-04-03T20:32:45.840016Z
pop1-3,Rayquaza,POP Series 1,Rare,39.99,13.1,13.1,6.0,0,0,0,0,0,0,0,0,0,0,0,0,13.45,10.0,3.25,10.04,2024-04-03T20:32:45.840016Z
gym2-4,Erika's Venusaur,Gym Challenge,Rare Holo,0,0,0,0,0,0,0,0,270.0,199.75,169.99,138.69,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.840016Z
xy4-3,Yanma,Phantom Forces,Common,0,0,0,0,1.95,0.11,0.35,0.3,0,0,0,0,0,0,0,0,2.0,0.16,0.03,0.11,2024-04-03T20:32:45.840016Z
ex10-2,Ariados,Unseen Forces,Rare Holo,9.89,7.54,6.94,5.62,15.74,8.75,9.2,10.12,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.840016Z
xy7-4,Bellossom,Ancient Origins,Uncommon,0,0,0,0,2.79,0.18,0.43,0.4,0,0,0,0,0,0,0,0,8.99,0.32,0.04,0.32,2024-04-03T20:32:45.840016Z
pl1-5,Dialga,Platinum,Rare Holo,39.97,7.56,9.3,3.15,7.19,2.99,4.66,3.69,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.840016Z
pop3-3,Jolteon,POP Series 3,Rare,22.0,8.3,8.74,3.0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,4.48,1.0,4.56,2024-04-03T20:32:45.840016Z
ex8-3,Breloom,Deoxys,Rare Holo,26.13,20.05,23.44,4.57,10.95,9.48,10.47,10.47,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.840016Z
basep-2,Electabuzz,Wizards Black Star Promos,Promo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99,2.96,0.89,3.41,2024-04-03T20:32:45.840016Z
base6-3,Charizard,Legendary Collection,Rare Holo,379.5,350.0,330.0,317.95,1585.0,898.95,1581.01,694.99,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.840016Z
bw4-3,Kricketot,Next Destinies,Common,0,0,0,0,0.99,0.26,0.48,0.47,0,0,0,0,0,0,0,0,1.32,0.25,0.05,0.2,2024-04-03T20:32:45.840016Z
hgss2-2,Magmortar,HS—Unleashed,Rare Holo,129.43,2.46,2.33,1.4,3.99,0.7,2.32,1.25,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.840016Z
bw11-3,Shuckle,Legendary Treasures,Uncommon,0,0,0,0,14.0,10.01,11.9,11.44,0,0,0,0,0,0,0,0,3.96,0.95,0.46,1.04,2024-04-03T20:32:45.840016Z
pop7-4,Latios,POP Series 7,Rare,17.65,8.85,11.26,2.3,0,0,0,0,0,0,0,0,0,0,0,0,8.0,5.82,1.26,7.09,2024-04-03T20:32:45.840016Z
ru1-4,Heatran,Pokémon Rumble,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,10.11,9.12,22.96,2024-04-03T20:32:45.840016Z
neo3-2,Blissey,Neo Revelation,Rare Holo,0,0,0,0,0,0,0,0,79.99,63.79,56.24,69.55,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.840016Z
mcd19-5,Lapras,McDonald's Collection 2019,,30.0,8.0,10.58,5.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.840016Z
sm8-2,Tangrowth,Lost Thunder,Rare,0,0,0,0,1.27,0.27,0.47,0.4,0,0,0,0,0,0,0,0,1.33,0.25,0.1,0.23,2024-04-03T20:32:45.840016Z
sm75-2,Charmeleon,Dragon Majesty,Uncommon,0,0,0,0,4.49,2.49,2.98,2.99,0,0,0,0,0,0,0,0,1.45,0.77,0.45,0.77,2024-04-03T20:32:45.841066Z
sm9-5,Beedrill,Team Up,Rare,0,0,0,0,6.9,0.29,0.45,0.44,0,0,0,0,0,0,0,0,1.0,0.33,0.23,0.28,2024-04-03T20:32:45.841066Z
bw6-2,Skiploom,Dragons Exalted,Uncommon,0,0,0,0,1.56,0.3,0.41,0.4,0,0,0,0,0,0,0,0,1.4,0.25,0.15,0.22,2024-04-03T20:32:45.841066Z
neo4-3,Dark Donphan,Neo Destiny,Rare Holo,0,0,0,0,0,0,0,0,229.99,83.99,71.99,77.63,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.841066Z
bw7-3,Vileplume,Boundaries Crossed,Rare Holo,2.39,1.81,1.98,1.5,2.88,1.6,1.99,2.25,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.841066Z
swsh35-4,Beedrill,Champion's Path,Uncommon,0,0,0,0,2.0,0.08,0.25,0.2,0,0,0,0,0,0,0,0,5.0,0.1,0.02,0.07,2024-04-03T20:32:45.841066Z
pop9-3,Raichu,POP Series 9,Rare,0,0,0,0,11.69,1.0,2.97,5.72,0,0,0,0,0,0,0,0,8.91,3.83,1.5,8.06,2024-04-03T20:32:45.841066Z
dpp-DP03,Piplup,DP Black Star Promos,Promo,9.1,4.99,7.4,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.841066Z
xy10-2,Burmy,Fates Collide,Common,0,0,0,0,3.24,0.09,0.25,0.16,0,0,0,0,0,0,0,0,5.0,0.1,0.01,0.05,2024-04-03T20:32:45.841066Z
sm115-4,Paras,Hidden Fates,Common,0,0,0,0,1.37,0.09,0.24,0.14,0,0,0,0,0,0,0,0,2.0,0.1,0.01,0.05,2024-04-03T20:32:45.841066Z
base1-2,Blastoise,Base,Rare Holo,200.0,111.03,125.89,73.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.841066Z
sm3-3,Butterfree,Burning Shadows,Rare,0,0,0,0,2.0,0.14,0.31,0.29,0,0,0,0,0,0,0,0,2.57,0.22,0.05,0.17,2024-04-03T20:32:45.841066Z
xy2-5,Seedot,Flashfire,Common,0,0,0,0,3.0,0.1,0.34,0.31,0,0,0,0,0,0,0,0,3.0,0.21,0.04,0.18,2024-04-03T20:32:45.841066Z
xy1-3,Weedle,XY,Common,0,0,0,0,3.81,0.12,0.5,0.45,0,0,0,0,0,0,0,0,2.0,0.24,0.05,0.14,2024-04-03T20:32:45.841066Z
ex14-2,Blastoise δ,Crystal Guardians,Rare Holo,74.95,49.99,45.71,28.0,106.19,58.0,80.19,86.88,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.841066Z
det1-5,Charizard,Detective Pikachu,Rare Ultra,19.99,6.34,5.75,3.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.841066Z
pl1-6,Dialga,Platinum,Rare Holo,17.0,4.21,6.06,2.47,8.0,2.49,3.65,3.96,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.841066Z
dpp-DP04,Pachirisu,DP Black Star Promos,Promo,5.39,2.41,1.74,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.841066Z
xy5-5,Tangrowth,Primal Clash,Rare,0,0,0,0,2.0,0.15,0.39,0.27,0,0,0,0,0,0,0,0,4.52,0.3,0.1,0.19,2024-04-03T20:32:45.841066Z
pop6-5,Rampardos,POP Series 6,Rare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,1.08,0.35,1.04,2024-04-03T20:32:45.841066Z
xy2-6,Nuzleaf,Flashfire,Uncommon,0,0,0,0,1.95,0.34,0.6,0.58,0,0,0,0,0,0,0,0,1.37,0.24,0.12,0.18,2024-04-03T20:32:45.841066Z
ex14-3,Camerupt,Crystal Guardians,Rare Holo,15.0,2.98,3.31,1.85,6.99,1.9,3.65,4.05,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.841066Z
dv1-6,Bagon,Dragon Vault,Rare Holo,8.89,0.75,0.72,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.841066Z
ex8-4,Camerupt,Deoxys,Rare Holo,8.99,4.44,5.72,3.25,18.99,4.7,5.7,5.49,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.841066Z
dp4-4,Darkrai,Great Encounters,Rare Holo,11.87,6.62,10.99,2.02,19.99,7.49,9.6,11.96,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.841066Z
pop4-4,Mew,POP Series 4,Rare,40.0,30.0,32.43,19.38,0,0,0,0,0,0,0,0,0,0,0,0,24.99,20.5,17.4,24.0,2024-04-03T20:32:45.841066Z
neo3-3,Celebi,Neo Revelation,Rare Holo,0,0,0,0,0,0,0,0,303.75,225.0,139.01,230.0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.841066Z
sm9-6,Paras,Team Up,Common,0,0,0,0,1.46,0.2,0.29,0.29,0,0,0,0,0,0,0,0,1.45,0.15,0.03,0.08,2024-04-03T20:32:45.841066Z
sm8-3,Scyther,Lost Thunder,Common,0,0,0,0,1.67,0.29,0.42,0.42,0,0,0,0,0,0,0,0,5.0,0.2,0.09,0.15,2024-04-03T20:32:45.841066Z
hgss2-3,Manaphy,HS—Unleashed,Rare Holo,4.75,3.05,3.57,1.1,3.69,2.06,2.45,2.95,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.841066Z
base5-3,Dark Blastoise,Team Rocket,Rare Holo,0,0,0,0,0,0,0,0,263.7,220.45,164.99,225.0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.841066Z
dp1-4,Empoleon,Diamond & Pearl,Rare Holo,10.0,5.2,5.46,1.0,9.5,1.67,2.87,7.35,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.841066Z
base3-6,Haunter,Fossil,Rare Holo,0,0,0,0,0,0,0,0,90.0,58.08,42.72,61.27,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.841066Z
neo4-4,Dark Espeon,Neo Destiny,Rare Holo,0,0,0,0,0,0,0,0,524.0,415.0,349.99,190.0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.841066Z
sm2-3,Victreebel,Guardians Rising,Rare,0,0,0,0,6.31,0.17,0.37,0.36,0,0,0,0,0,0,0,0,5.0,0.25,0.12,0.23,2024-04-03T20:32:45.841066Z
bw10-5,Tropius,Plasma Blast,Uncommon,0,0,0,0,5.66,0.2,0.5,0.54,0,0,0,0,0,0,0,0,2.07,0.25,0.1,0.26,2024-04-03T20:32:45.841066Z
pop9-4,Regigigas,POP Series 9,Rare,8.82,4.19,3.82,2.99,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.99,1.39,2.18,2024-04-03T20:32:45.841066Z
ex11-6,Gardevoir δ,Delta Species,Rare Holo,25.07,18.56,25.08,17.44,26.99,12.45,24.95,29.57,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.841066Z
hgss4-6,Nidoking,HS—Triumphant,Rare Holo,9.99,3.8,4.65,2.0,10.0,1.45,2.87,2.88,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.841066Z
ex10-3,Bellossom,Unseen Forces,Rare Holo,11.99,9.0,10.25,5.75,11.83,8.0,10.88,9.85,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.841066Z
si1-5,Ivysaur,Southern Islands,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.99,15.59,14.03,14.85,2024-04-03T20:32:45.841066Z
bw11-4,Cherubi,Legendary Treasures,Uncommon,0,0,0,0,5.21,0.79,1.14,1.19,0,0,0,0,0,0,0,0,3.35,0.32,0.17,0.37,2024-04-03T20:32:45.841066Z
swsh1-4,Roserade,Sword & Shield,Rare,0,0,0,0,4.98,0.1,0.43,0.41,0,0,0,0,0,0,0,0,5.0,0.24,0.06,0.19,2024-04-03T20:32:45.841066Z
bw7-4,Bellossom,Boundaries Crossed,Rare,0,0,0,0,3.0,0.99,1.49,1.44,0,0,0,0,0,0,0,0,12.84,0.5,0.33,0.44,2024-04-03T20:32:45.841066Z
bw8-3,Torterra,Plasma Storm,Rare,0,0,0,0,3.65,2.1,2.5,3.53,0,0,0,0,0,0,0,0,5.12,1.92,1.45,2.25,2024-04-03T20:32:45.841066Z
ex7-5,Dark Houndoom,Team Rocket Returns,Rare Holo,42.63,37.0,40.55,25.82,50.82,18.77,21.0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.841066Z
xy10-3,Wormadam,Fates Collide,Uncommon,0,0,0,0,1.41,0.19,0.35,0.31,0,0,0,0,0,0,0,0,2.0,0.15,0.05,0.11,2024-04-03T20:32:45.841066Z
base1-3,Chansey,Base,Rare Holo,39.99,18.53,23.88,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.841066Z
sm115-5,Scyther,Hidden Fates,Uncommon,0,0,0,0,1.41,0.1,0.25,0.18,0,0,0,0,0,0,0,0,4.99,0.1,0.01,0.08,2024-04-03T20:32:45.841066Z
sm75-3,Charizard,Dragon Majesty,Rare Holo,15.68,4.73,4.66,2.8,39.99,4.23,10.25,11.68,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.841066Z
xy11-5,Jumpluff,Steam Siege,Rare,0,0,0,0,3.5,0.21,0.51,0.46,0,0,0,0,0,0,0,0,2.63,0.25,0.02,0.19,2024-04-03T20:32:45.841066Z
det1-6,Arcanine,Detective Pikachu,Rare,4.95,1.3,1.3,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.841066Z
ex9-5,Groudon,Emerald,Rare Holo,31.25,23.92,18.96,15.5,44.6,34.99,39.8,32.98,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.841066Z
pop1-4,Sceptile,POP Series 1,Rare,19.0,8.25,9.52,5.99,0,0,0,0,0,0,0,0,0,0,0,0,11.23,5.0,3.0,5.31,2024-04-03T20:32:45.841066Z
bw9-2,Kakuna,Plasma Freeze,Uncommon,0,0,0,0,1.55,0.25,0.4,0.33,0,0,0,0,0,0,0,0,2.03,0.25,0.13,0.28,2024-04-03T20:32:45.841066Z
pop3-4,Minun,POP Series 3,Rare,11.74,5.95,11.15,2.46,0,0,0,0,0,0,0,0,0,0,0,0,10.12,8.49,1.99,9.22,2024-04-03T20:32:45.841066Z
