card_id,card_name,card_set,rarity,card_print_number,set_printed_total,tcg_holo_high,tcg_holo_mid,tcg_holo_market,tcg_holo_low,tcg_revhol_high,tcg_revhol_low,tcg_revhol_mid,tcg_revhol_market,tcg_first_ed_holo_high,tcg_first_ed_holo_mid,tcg_first_ed_holo_low,tcg_first_ed_holo_market,tcg_first_ed_normal_high,tcg_first_ed_normal_mid,tcg_first_ed_normal_low,tcg_first_ed_normal_market,tcg_normal_high,tcg_normal_mid,tcg_normal_low,tcg_normal_market,updated_at
xy1-2,M Venusaur-EX,XY,Rare Holo EX,2,146,16.9,6.83,6.31,3.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.725983Z
ex8-2,Beautifly,Deoxys,Rare Holo,2,107,13.05,7.25,10.81,3.5,19.99,5.55,6.89,12.76,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.725983Z
bw5-2,Ivysaur,Dark Explorers,Uncommon,2,108,0,0,0,0,19.99,15.08,16.38,15.76,0,0,0,0,0,0,0,0,22.0,8.27,4.99,7.37,2024-04-04T19:13:21.725983Z
dpp-DP02,Chimchar,DP Black Star Promos,Promo,DP02,56,4.55,3.28,3.26,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.725983Z
sm2-2,Weepinbell,Guardians Rising,Uncommon,2,145,0,0,0,0,1.0,0.17,0.25,0.25,0,0,0,0,0,0,0,0,5.0,0.15,0.01,0.1,2024-04-04T19:13:21.725983Z
pop4-2,Deoxys δ,POP Series 4,Rare,2,17,29.99,12.89,29.99,9.2,0,0,0,0,0,0,0,0,0,0,0,0,33.48,13.0,3.67,5.92,2024-04-04T19:13:21.725983Z
bw7-2,Gloom,Boundaries Crossed,Uncommon,2,149,0,0,0,0,4.33,0.9,1.11,1.01,0,0,0,0,0,0,0,0,1.63,0.26,0.1,0.26,2024-04-04T19:13:21.725983Z
xy4-2,Venomoth,Phantom Forces,Rare,2,119,0,0,0,0,2.95,0.35,1.0,1.5,0,0,0,0,0,0,0,0,1.41,0.4,0.23,0.36,2024-04-04T19:13:21.725983Z
col1-3,Dialga,Call of Legends,Rare Holo,3,95,17.49,7.67,8.35,2.15,21.17,1.82,4.12,2.61,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.725983Z
ex12-4,Delcatty,Legend Maker,Rare Holo,4,92,6.23,4.52,4.11,3.5,11.23,8.6,9.5,10.0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.725983Z
bw11-2,Tangrowth,Legendary Treasures,Rare,2,113,0,0,0,0,1.99,0.52,0.71,0.7,0,0,0,0,0,0,0,0,2.94,0.28,0.13,0.27,2024-04-04T19:13:21.725983Z
pl1-4,Delcatty,Platinum,Rare Holo,4,127,24.99,4.6,5.14,2.89,4.65,2.06,2.73,2.85,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.725983Z
swsh35-3,Kakuna,Champion's Path,Common,3,73,0,0,0,0,2.0,0.01,0.22,0.17,0,0,0,0,0,0,0,0,5.0,0.1,0.01,0.04,2024-04-04T19:13:21.725983Z
base5-2,Dark Arbok,Team Rocket,Rare Holo,2,82,0,0,0,0,0,0,0,0,109.98,33.9,21.0,34.26,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.725983Z
ecard2-H4,Azumarill,Aquapolis,Rare Holo,H4,147,,,,,,,,,,,,,,,,,,,,,2024-04-04T19:13:21.725983Z
neo4-2,Dark Crobat,Neo Destiny,Rare Holo,2,105,0,0,0,0,0,0,0,0,105.0,100.5,85.22,87.09,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.725983Z
ex3-4,Flygon,Dragon,Rare Holo,4,97,29.0,27.0,32.39,24.99,20.3,14.0,16.4,16.49,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.725983Z
xy2-4,Pineco,Flashfire,Common,4,106,0,0,0,0,4.52,0.1,0.47,0.4,0,0,0,0,0,0,0,0,1.3,0.22,0.05,0.22,2024-04-04T19:13:21.727372Z
pop5-2,Lugia,POP Series 5,Rare,2,17,125.0,76.67,23.58,53.99,0,0,0,0,0,0,0,0,0,0,0,0,100.0,19.99,14.99,15.97,2024-04-04T19:13:21.727372Z
base6-2,Articuno,Legendary Collection,Rare Holo,2,110,100.0,68.0,34.11,35.99,269.99,157.49,209.98,139.29,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.727372Z
dv1-4,Dragonair,Dragon Vault,Rare Holo,4,20,19.99,4.35,4.56,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.727372Z
ex11-4,Espeon δ,Delta Species,Rare Holo,4,113,125.0,102.5,81.5,79.99,42.99,27.44,27.99,86.35,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.727372Z
dp4-2,Cresselia,Great Encounters,Rare Holo,2,106,11.99,4.82,7.75,3.36,10.0,1.11,2.98,1.67,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.727372Z
dp1-2,Dusknoir,Diamond & Pearl,Rare Holo,2,130,11.15,7.24,7.24,3.25,9.99,3.49,5.74,6.98,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.727372Z
gym2-3,Brock's Ninetales,Gym Challenge,Rare Holo,3,132,0,0,0,0,0,0,0,0,104.99,85.0,73.69,85.73,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.727372Z
pop1-2,Metagross,POP Series 1,Rare,2,17,6.45,2.15,3.15,0.97,0,0,0,0,0,0,0,0,0,0,0,0,4.2,2.73,1.6,2.54,2024-04-04T19:13:21.727372Z
si1-3,Onix,Southern Islands,,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.99,15.0,11.66,14.97,2024-04-04T19:13:21.727372Z
dp3-4,Entei,Secret Wonders,Rare Holo,4,132,15.5,12.0,12.53,6.64,14.99,4.34,6.3,12.18,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.727372Z
base4-4,Charizard,Base Set 2,Rare Holo,4,130,320.0,199.0,235.59,175.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.727372Z
pl4-2,Froslass,Arceus,Rare Holo,2,99,29.97,3.49,3.82,1.5,4.96,1.9,2.74,2.3,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.727372Z
bw8-2,Grotle,Plasma Storm,Uncommon,2,135,0,0,0,0,3.99,2.69,3.31,2.5,0,0,0,0,0,0,0,0,3.0,0.44,0.13,0.44,2024-04-04T19:13:21.727372Z
pop3-2,Flareon,POP Series 3,Rare,2,17,29.99,10.03,9.86,5.69,0,0,0,0,0,0,0,0,0,0,0,0,26.96,8.99,4.04,9.98,2024-04-04T19:13:21.727372Z
xy11-3,Hoppip,Steam Siege,Common,3,114,0,0,0,0,5.0,0.08,0.25,0.15,0,0,0,0,0,0,0,0,1.0,0.1,0.01,0.07,2024-04-04T19:13:21.727372Z
sm3-2,Metapod,Burning Shadows,Uncommon,2,147,0,0,0,0,2.0,0.04,0.25,0.21,0,0,0,0,0,0,0,0,5.0,0.1,0.01,0.09,2024-04-04T19:13:21.727372Z
swsh1-2,Roselia,Sword & Shield,Common,2,202,0,0,0,0,4.98,0.09,0.23,0.19,0,0,0,0,0,0,0,0,5.0,0.1,0.01,0.06,2024-04-04T19:13:21.727372Z
pop9-2,Manaphy,POP Series 9,Rare,2,17,3.49,1.59,3.27,0.99,0,0,0,0,0,0,0,0,0,0,0,0,4.0,1.14,0.71,1.64,2024-04-04T19:13:21.727372Z
xy7-3,Vileplume,Ancient Origins,Rare,3,98,0,0,0,0,7.5,0.35,1.0,0.8,0,0,0,0,0,0,0,0,2.99,0.48,0.19,0.47,2024-04-04T19:13:21.727372Z
bw10-3,Lileep,Plasma Blast,Uncommon,3,101,0,0,0,0,1.74,0.24,0.76,0.55,0,0,0,0,0,0,0,0,3.0,0.39,0.24,0.37,2024-04-04T19:13:21.727372Z
bw4-2,Seedot,Next Destinies,Common,2,99,0,0,0,0,1.0,0.29,0.49,0.5,0,0,0,0,0,0,0,0,0.99,0.2,0.05,0.14,2024-04-04T19:13:21.727372Z
sm9-4,Kakuna,Team Up,Uncommon,4,181,0,0,0,0,1.49,0.19,0.35,0.35,0,0,0,0,0,0,0,0,1.45,0.21,0.1,0.16,2024-04-04T19:13:21.727372Z
hgss4-4,Drapion,HS—Triumphant,Rare Holo,4,102,3.0,2.0,2.15,1.4,3.73,0.59,1.78,0.8,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.727372Z
ex13-3,Deoxys δ,Holon Phantoms,Rare Holo,3,110,26.24,16.76,18.98,8.82,69.99,35.53,43.95,33.99,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.727372Z
sm5-2,Yanma,Ultra Prism,Common,2,156,0,0,0,0,1.99,0.08,0.25,0.21,0,0,0,0,0,0,0,0,1.13,0.1,0.02,0.04,2024-04-04T19:13:21.727372Z
sm75-1,Charmander,Dragon Majesty,Common,1,70,0,0,0,0,17.11,3.46,6.49,6.5,0,0,0,0,0,0,0,0,2.99,0.77,0.39,0.75,2024-04-04T19:13:21.727372Z
ex10-1,Ampharos,Unseen Forces,Rare Holo,1,115,22.68,17.19,22.29,14.0,39.99,19.98,33.2,34.85,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.727372Z
bw6-1,Hoppip,Dragons Exalted,Common,1,124,0,0,0,0,5.85,0.2,0.43,0.37,0,0,0,0,0,0,0,0,2.06,0.25,0.1,0.21,2024-04-04T19:13:21.727372Z
si1-4,Togepi,Southern Islands,,4,18,0,0,0,0,59.99,17.99,28.85,41.32,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.727372Z
bw5-3,Venusaur,Dark Explorers,Rare Holo,3,108,15.0,4.15,4.15,2.69,37.03,7.0,8.86,13.19,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.727372Z
dp1-3,Electivire,Diamond & Pearl,Rare Holo,3,130,16.2,3.14,4.1,0.57,19.98,3.79,5.25,5.85,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.727372Z
xy11-4,Skiploom,Steam Siege,Uncommon,4,114,0,0,0,0,1.45,0.14,0.36,0.31,0,0,0,0,0,0,0,0,5.0,0.1,0.01,0.08,2024-04-04T19:13:21.727372Z
hgss4-5,Mamoswine,HS—Triumphant,Rare Holo,5,102,3.4,1.84,1.79,1.2,3.89,0.85,1.79,1.25,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.727372Z
sm12-3,Gloom,Cosmic Eclipse,Uncommon,3,236,0,0,0,0,2.0,0.25,0.43,0.43,0,0,0,0,0,0,0,0,5.0,0.15,0.03,0.11,2024-04-04T19:13:21.727372Z
ex7-4,Dark Electrode,Team Rocket Returns,Rare Holo,4,109,40.5,21.0,20.27,14.48,50.0,23.39,39.95,24.39,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.727372Z
sm5-3,Yanmega,Ultra Prism,Uncommon,3,156,0,0,0,0,2.31,0.09,0.3,0.24,0,0,0,0,0,0,0,0,1.29,0.15,0.01,0.08,2024-04-04T19:13:21.727372Z
swsh1-3,Roselia,Sword & Shield,Common,3,202,0,0,0,0,4.98,0.02,0.2,0.2,0,0,0,0,0,0,0,0,5.0,0.1,0.01,0.04,2024-04-04T19:13:21.727372Z
pl3-4,Electivire FB,Supreme Victors,Rare Holo,4,147,5.09,3.23,3.94,1.8,4.99,1.4,2.5,2.29,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.727372Z
hgss1-5,Hitmontop,HeartGold & SoulSilver,Rare Holo,5,123,13.0,3.0,2.9,1.98,5.95,1.41,2.45,2.6,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.727372Z
ex12-5,Gengar,Legend Maker,Rare Holo,5,92,27.27,16.4,26.14,15.97,86.9,49.38,54.99,78.97,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.727372Z
pl4-3,Heatran,Arceus,Rare Holo,3,99,9.97,1.98,2.02,0.5,3.51,1.24,2.24,2.24,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.727372Z
bw10-4,Cradily,Plasma Blast,Rare,4,101,0,0,0,0,7.0,1.51,3.3,5.01,0,0,0,0,0,0,0,0,8.32,1.27,0.7,1.25,2024-04-04T19:13:21.727372Z
pop4-3,Flygon,POP Series 4,Rare,3,17,11.07,5.0,8.96,4.35,0,0,0,0,0,0,0,0,0,0,0,0,15.99,12.0,5.15,,2024-04-04T19:13:21.727372Z
ex3-5,Golem,Dragon,Rare Holo,5,97,21.24,14.23,14.39,8.12,14.95,4.55,10.03,14.36,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.727372Z
swsh4-2,Kakuna,Vivid Voltage,Uncommon,2,185,0,0,0,0,5.0,0.03,0.17,0.13,0,0,0,0,0,0,0,0,5.0,0.1,0.01,0.08,2024-04-04T19:13:21.727372Z
xy5-4,Tangela,Primal Clash,Common,4,160,0,0,0,0,2.01,0.1,0.45,0.45,0,0,0,0,0,0,0,0,1.31,0.2,0.03,0.15,2024-04-04T19:13:21.727372Z
ex9-4,Gardevoir,Emerald,Rare Holo,4,106,26.94,19.92,20.94,13.71,88.24,58.49,75.33,27.25,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.727372Z
ex11-5,Flareon δ,Delta Species,Rare Holo,5,113,59.37,47.27,47.27,39.99,91.97,79.99,84.99,91.48,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.727372Z
ex4-3,Team Aqua's Kyogre,Team Magma vs Team Aqua,Rare Holo,3,95,43.98,43.98,39.86,37.9,36.0,11.25,13.14,12.53,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.727372Z
base3-5,Gengar,Fossil,Rare Holo,5,62,0,0,0,0,0,0,0,0,300.0,179.99,95.01,187.43,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.727372Z
dv1-5,Dragonite,Dragon Vault,Rare Holo,5,20,49.95,6.26,7.05,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.727372Z
dp4-3,Darkrai,Great Encounters,Rare Holo,3,106,10.91,6.59,10.19,4.01,10.81,3.06,5.87,13.51,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.727372Z
dp3-5,Flygon,Secret Wonders,Rare Holo,5,132,116.75,5.99,13.62,3.45,5.6,2.95,4.08,5.6,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.727372Z
bw1-3,Servine,Black & White,Uncommon,3,114,0,0,0,0,2.24,0.69,1.25,1.83,0,0,0,0,0,0,0,0,1.3,0.29,0.14,0.32,2024-04-04T19:13:21.727372Z
ecard2-H5,Bellossom,Aquapolis,Rare Holo,H5,147,,,,,,,,,,,,,,,,,,,,,2024-04-04T19:13:21.727372Z
pop1-3,Rayquaza,POP Series 1,Rare,3,17,39.99,13.1,13.1,6.0,0,0,0,0,0,0,0,0,0,0,0,0,13.45,10.0,3.25,10.04,2024-04-04T19:13:21.727372Z
gym2-4,Erika's Venusaur,Gym Challenge,Rare Holo,4,132,0,0,0,0,0,0,0,0,270.0,199.75,169.99,138.69,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.727372Z
xy4-3,Yanma,Phantom Forces,Common,3,119,0,0,0,0,1.95,0.11,0.34,0.3,0,0,0,0,0,0,0,0,2.0,0.15,0.03,0.11,2024-04-04T19:13:21.727372Z
ex10-2,Ariados,Unseen Forces,Rare Holo,2,115,9.89,7.54,6.94,5.62,15.74,8.75,9.2,10.12,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.727372Z
xy7-4,Bellossom,Ancient Origins,Uncommon,4,98,0,0,0,0,2.79,0.18,0.43,0.4,0,0,0,0,0,0,0,0,8.99,0.32,0.04,0.32,2024-04-04T19:13:21.727372Z
pl1-5,Dialga,Platinum,Rare Holo,5,127,39.97,7.56,9.3,3.15,7.19,2.99,4.66,3.69,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.727372Z
pop3-3,Jolteon,POP Series 3,Rare,3,17,22.0,8.0,8.74,3.0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,4.57,1.0,4.56,2024-04-04T19:13:21.727372Z
ex8-3,Breloom,Deoxys,Rare Holo,3,107,26.13,20.05,23.44,4.57,10.95,9.48,10.49,10.47,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.727372Z
basep-2,Electabuzz,Wizards Black Star Promos,Promo,2,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99,2.75,0.89,3.41,2024-04-04T19:13:21.727372Z
base6-3,Charizard,Legendary Collection,Rare Holo,3,110,379.5,350.0,330.0,317.95,5000.0,899.95,1584.01,694.99,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.727372Z
bw4-3,Kricketot,Next Destinies,Common,3,99,0,0,0,0,0.99,0.26,0.48,0.47,0,0,0,0,0,0,0,0,1.32,0.25,0.05,0.2,2024-04-04T19:13:21.727372Z
hgss2-2,Magmortar,HS—Unleashed,Rare Holo,2,95,147.65,2.46,2.33,1.4,3.99,0.7,2.32,1.25,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.727372Z
bw11-3,Shuckle,Legendary Treasures,Uncommon,3,113,0,0,0,0,14.0,10.01,11.9,11.44,0,0,0,0,0,0,0,0,3.96,0.95,0.46,1.04,2024-04-04T19:13:21.727372Z
pop7-4,Latios,POP Series 7,Rare,4,17,17.65,8.85,11.26,2.3,0,0,0,0,0,0,0,0,0,0,0,0,8.0,5.82,1.26,7.09,2024-04-04T19:13:21.727372Z
ru1-4,Heatran,Pokémon Rumble,,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,10.11,9.12,22.96,2024-04-04T19:13:21.727372Z
neo3-2,Blissey,Neo Revelation,Rare Holo,2,64,0,0,0,0,0,0,0,0,79.99,63.79,56.24,69.55,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.727372Z
mcd19-5,Lapras,McDonald's Collection 2019,,5,12,30.0,8.0,10.58,5.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.727372Z
sm8-2,Tangrowth,Lost Thunder,Rare,2,214,0,0,0,0,1.27,0.27,0.47,0.4,0,0,0,0,0,0,0,0,1.33,0.25,0.1,0.23,2024-04-04T19:13:21.727372Z
sm75-2,Charmeleon,Dragon Majesty,Uncommon,2,70,0,0,0,0,4.49,2.49,2.97,2.99,0,0,0,0,0,0,0,0,1.45,0.77,0.45,0.77,2024-04-04T19:13:21.728375Z
sm9-5,Beedrill,Team Up,Rare,5,181,0,0,0,0,6.9,0.29,0.47,0.44,0,0,0,0,0,0,0,0,1.0,0.33,0.23,0.28,2024-04-04T19:13:21.728375Z
bw6-2,Skiploom,Dragons Exalted,Uncommon,2,124,0,0,0,0,1.25,0.3,0.4,0.4,0,0,0,0,0,0,0,0,1.4,0.25,0.15,0.22,2024-04-04T19:13:21.728375Z
neo4-3,Dark Donphan,Neo Destiny,Rare Holo,3,105,0,0,0,0,0,0,0,0,229.99,83.99,76.0,77.63,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.728375Z
bw7-3,Vileplume,Boundaries Crossed,Rare Holo,3,149,2.39,1.81,1.98,1.5,2.88,1.6,1.99,2.25,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.728375Z
swsh35-4,Beedrill,Champion's Path,Uncommon,4,73,0,0,0,0,2.0,0.08,0.25,0.2,0,0,0,0,0,0,0,0,5.0,0.1,0.02,0.07,2024-04-04T19:13:21.728375Z
pop9-3,Raichu,POP Series 9,Rare,3,17,0,0,0,0,11.69,1.0,2.93,5.72,0,0,0,0,0,0,0,0,8.91,2.45,1.5,8.06,2024-04-04T19:13:21.728375Z
dpp-DP03,Piplup,DP Black Star Promos,Promo,DP03,56,14.99,5.6,7.4,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.728375Z
xy10-2,Burmy,Fates Collide,Common,2,124,0,0,0,0,3.24,0.09,0.25,0.16,0,0,0,0,0,0,0,0,5.0,0.1,0.01,0.05,2024-04-04T19:13:21.728375Z
sm115-4,Paras,Hidden Fates,Common,4,68,0,0,0,0,1.37,0.1,0.24,0.15,0,0,0,0,0,0,0,0,2.0,0.1,0.01,0.05,2024-04-04T19:13:21.728375Z
base1-2,Blastoise,Base,Rare Holo,2,102,200.0,106.06,125.89,73.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.728375Z
sm3-3,Butterfree,Burning Shadows,Rare,3,147,0,0,0,0,2.0,0.14,0.31,0.29,0,0,0,0,0,0,0,0,2.57,0.22,0.05,0.17,2024-04-04T19:13:21.728375Z
xy2-5,Seedot,Flashfire,Common,5,106,0,0,0,0,3.0,0.1,0.34,0.31,0,0,0,0,0,0,0,0,3.0,0.2,0.04,0.18,2024-04-04T19:13:21.728375Z
xy1-3,Weedle,XY,Common,3,146,0,0,0,0,3.81,0.12,0.49,0.45,0,0,0,0,0,0,0,0,2.0,0.22,0.05,0.14,2024-04-04T19:13:21.728375Z
ex14-2,Blastoise δ,Crystal Guardians,Rare Holo,2,100,74.95,47.9,45.71,28.0,106.19,58.0,69.65,86.88,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.728375Z
det1-5,Charizard,Detective Pikachu,Rare Ultra,5,18,19.99,6.34,5.77,3.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.728375Z
pl1-6,Dialga,Platinum,Rare Holo,6,127,17.0,4.21,6.06,2.47,8.0,2.49,3.65,3.96,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.728375Z
dpp-DP04,Pachirisu,DP Black Star Promos,Promo,DP04,56,5.39,2.72,1.74,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.728375Z
xy5-5,Tangrowth,Primal Clash,Rare,5,160,0,0,0,0,2.0,0.15,0.39,0.27,0,0,0,0,0,0,0,0,4.52,0.3,0.1,0.18,2024-04-04T19:13:21.728375Z
pop6-5,Rampardos,POP Series 6,Rare,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,1.07,0.35,1.04,2024-04-04T19:13:21.728375Z
xy2-6,Nuzleaf,Flashfire,Uncommon,6,106,0,0,0,0,1.95,0.34,0.58,0.58,0,0,0,0,0,0,0,0,1.37,0.23,0.12,0.18,2024-04-04T19:13:21.728375Z
ex14-3,Camerupt,Crystal Guardians,Rare Holo,3,100,15.0,2.98,3.31,1.85,6.99,1.9,2.98,3.91,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.728375Z
dv1-6,Bagon,Dragon Vault,Rare Holo,6,20,8.89,0.75,0.73,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.728375Z
ex8-4,Camerupt,Deoxys,Rare Holo,4,107,8.99,4.44,5.72,3.25,18.99,4.7,5.7,5.49,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.728375Z
dp4-4,Darkrai,Great Encounters,Rare Holo,4,106,11.64,6.31,10.99,1.97,19.99,7.49,9.19,11.96,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.728375Z
pop4-4,Mew,POP Series 4,Rare,4,17,40.0,30.0,32.43,19.38,0,0,0,0,0,0,0,0,0,0,0,0,24.99,20.5,17.4,24.0,2024-04-04T19:13:21.728375Z
neo3-3,Celebi,Neo Revelation,Rare Holo,3,64,0,0,0,0,0,0,0,0,225.99,182.5,139.01,230.0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.728375Z
sm9-6,Paras,Team Up,Common,6,181,0,0,0,0,1.46,0.2,0.29,0.29,0,0,0,0,0,0,0,0,1.45,0.15,0.03,0.08,2024-04-04T19:13:21.728375Z
sm8-3,Scyther,Lost Thunder,Common,3,214,0,0,0,0,1.67,0.29,0.42,0.42,0,0,0,0,0,0,0,0,5.0,0.2,0.09,0.15,2024-04-04T19:13:21.728375Z
hgss2-3,Manaphy,HS—Unleashed,Rare Holo,3,95,4.75,3.05,3.57,1.1,3.69,2.06,2.45,2.95,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.728375Z
base5-3,Dark Blastoise,Team Rocket,Rare Holo,3,82,0,0,0,0,0,0,0,0,263.7,220.45,151.29,225.0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.728375Z
dp1-4,Empoleon,Diamond & Pearl,Rare Holo,4,130,10.0,5.0,5.51,1.0,9.5,1.67,2.75,7.35,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.728375Z
base3-6,Haunter,Fossil,Rare Holo,6,62,0,0,0,0,0,0,0,0,90.0,54.89,31.45,61.27,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.728375Z
neo4-4,Dark Espeon,Neo Destiny,Rare Holo,4,105,0,0,0,0,0,0,0,0,524.0,415.0,349.99,190.0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.728375Z
sm2-3,Victreebel,Guardians Rising,Rare,3,145,0,0,0,0,6.31,0.17,0.37,0.36,0,0,0,0,0,0,0,0,5.0,0.25,0.12,0.23,2024-04-04T19:13:21.728375Z
bw10-5,Tropius,Plasma Blast,Uncommon,5,101,0,0,0,0,5.66,0.2,0.5,0.54,0,0,0,0,0,0,0,0,2.07,0.25,0.1,0.26,2024-04-04T19:13:21.728375Z
pop9-4,Regigigas,POP Series 9,Rare,4,17,8.82,4.19,3.82,2.99,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.99,1.39,2.16,2024-04-04T19:13:21.728375Z
ex11-6,Gardevoir δ,Delta Species,Rare Holo,6,113,25.07,18.43,25.08,17.31,26.99,12.45,24.95,29.57,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.728375Z
hgss4-6,Nidoking,HS—Triumphant,Rare Holo,6,102,9.99,3.65,4.65,2.0,10.0,1.45,2.87,2.88,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.728375Z
ex10-3,Bellossom,Unseen Forces,Rare Holo,3,115,11.99,8.99,10.25,5.75,11.83,8.0,10.88,9.85,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.728375Z
si1-5,Ivysaur,Southern Islands,,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.99,15.68,13.0,14.85,2024-04-04T19:13:21.728375Z
bw11-4,Cherubi,Legendary Treasures,Uncommon,4,113,0,0,0,0,5.21,0.79,1.14,1.19,0,0,0,0,0,0,0,0,3.35,0.32,0.17,0.37,2024-04-04T19:13:21.728375Z
swsh1-4,Roserade,Sword & Shield,Rare,4,202,0,0,0,0,4.98,0.1,0.43,0.41,0,0,0,0,0,0,0,0,5.0,0.23,0.06,0.19,2024-04-04T19:13:21.728375Z
bw7-4,Bellossom,Boundaries Crossed,Rare,4,149,0,0,0,0,3.0,0.99,1.5,1.44,0,0,0,0,0,0,0,0,12.84,0.5,0.33,0.43,2024-04-04T19:13:21.728375Z
bw8-3,Torterra,Plasma Storm,Rare,3,135,0,0,0,0,3.65,2.1,2.5,3.53,0,0,0,0,0,0,0,0,5.12,1.91,1.45,2.22,2024-04-04T19:13:21.728375Z
